Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,fips
FLEMING COUNTY HOSPITAL,181332,LifePoint Health,Apollo Global Management,Y,KY,55 FOUNDATION DRIVE,FLEMINGSBURG,41041,FLEMING,November 2018,Public,Proprietary,Critical Access Hospitals,South ,CAH,Not Available,25,,25,25,,Yes,21
FORREST CITY MEDICAL CENTER,040019,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,AR,1601 NEWCASTLE ROAD,FORREST CITY,72335,ST. FRANCIS,May 2020,Public,Proprietary,Acute Care Hospitals,South ,SCH,2,56,,118,118,54,Yes,05
FRAZIER REHAB INSTITUTE,18T040,LifePoint Health,Apollo Global Management,Y,KY,220 ABRAHAM FLEXNER WAY,LOUISVILLE,,Jefferson,,,Non-profit,Rehabilitation hospital,South ,,,,,,,,,21
FRYE REGIONAL MEDICAL CENTER,340116,LifePoint Health,Apollo Global Management,Y,NC,420 N CENTER ST,HICKORY,28601,CATAWBA,November 2018,Public,Proprietary,Acute Care Hospitals,South ,RRC,3,226,,338,338,214,Yes,37
GENERATIONS BEHAVIORAL HEALTH - GENEVA,364054,Generations Behavioral Health,Capital Alignment Partners,Y,OH,60 WEST STREET,GENEVA,44041,ASHTABULA,October 2019,Private,Proprietary,Psychiatric,Midwest ,,Not Available,,18,16,16,,No,39
GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,364060,Generations Behavioral Health,Capital Alignment Partners,Y,OH,196 COLONIAL DRIVE,YOUNGSTOWN,44504,MAHONING,October 2019,Private,Proprietary,Psychiatric,Midwest ,,Not Available,,76,76,76,,No,39
GEORGETOWN COMMUNITY HOSPITAL,180101,LifePoint Health,Apollo Global Management,Y,KY,1140 LEXINGTON ROAD,GEORGETOWN,40324,SCOTT,November 2018,Public ,Proprietary,Acute Care Hospitals,South ,PPS,2,75,,75,75,72,Yes,21
GREAT FALLS CLINIC HOSPITAL,270086,Surgery Partners,Bain Capital,Y,MT,3010 15TH AVENUE SOUTH,GREAT FALLS,59405,CASCADE,August 2017,PE/Public,Proprietary,Acute Care Hospitals,West ,PPS,5,20,,20,20,17,Yes,30
GREATER PEORIA SPECIALTY HOSPITAL,142013,ScionHealth,Apollo Global Management,Y,IL,500 W ROMEO B GARRETT AVENUE,PEORIA,61605,Peoria,December 2021,PE,Non-profit,LTACH,Midwest ,,,,50,50,50,,,17
GREEN BAY REHABILITATION HOSPITAL,523031,Ernest Health,One Equity Partners,Y,WI,1110 KEPLER DR,GREEN BAY,,Brown,,,For profit,Rehabilitation hospital,Midwest ,,,,,,,,,55
"GREENWOOD REGIONAL REHABILITATION HOSPITAL, INC",423030,Ernest Health,One Equity Partners,Y,SC,1530 PARKWAY,GREENWOOD,29646,Greenwood,October 2018,PE,For profit,Rehabilitation hospital,South ,,,,42,42,42,,,45
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,Ardent Health Services,Equity Group Investments,Y,NJ,250 OLD HOOK ROAD,WESTWOOD,7675,BERGEN,March 2017,PE,Proprietary,Acute Care Hospitals,Northeast ,PPS,2,78,,128,128,74,Yes,34
HACKENSACKUMC MOUNTAINSIDE,310054,Ardent Health Services,Equity Group Investments,Y,NJ,1 BAY AVENUE,MONTCLAIR,7042,ESSEX,March 2017,PE,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,185,,328,328,181,Yes,34
HAMPSTEAD HOSPITAL,304001,Wellpath,H.I.G. Capital,Y,NH,218 EAST ROAD,HAMPSTEAD,3841,ROCKINGHAM,,,Proprietary,Psychiatric,Northeast ,,Not Available,,111,111,111,,No,33
HARRIS REGIONAL HOSPITAL,340016,LifePoint Health,Apollo Global Management,Y,NC,68 HOSPITAL RD,SYLVA,28779,JACKSON,November 2018,Public,Proprietary,Acute Care Hospitals,South ,PPS,3,82,,86,86,78,Yes,37
HAVASU REGIONAL MEDICAL CENTER,030069,LifePoint Health,Apollo Global Management,Y,AZ,101 CIVIC CENTER LANE,LAKE HAVASU CITY,86403,MOHAVE,November 2018,Public,Proprietary,Acute Care Hospitals,West ,SCH/RRC,2,144,,152,152,142,Yes,04
HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,324013,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,NM,"5400 GIBSON BOULEVARD SE, 4TH FLOOR BOX# 8",ALBUQUERQUE,87108,BERNALILLO,May 2006,,Proprietary,Psychiatric,West ,,Not Available,,48,48,48,,No,35
HAVEN BEHAVIORAL HOSPITAL OF DAYTON,364048,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,OH,"ONE ELIZABETH PLACE, SUITE 10B",DAYTON,45417,MONTGOMERY,May 2006,,Proprietary,Psychiatric,Midwest ,,Not Available,,59,32,32,,No,39
HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,394052,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,PA,145 NORTH 6TH STREET,READING,19601,BERKS,August 2010,De Novo,Proprietary,Psychiatric,Northeast ,,Not Available,,86,48,48,,No,42
HAVEN BEHAVIORAL HOSPITAL OF FRISCO,454134,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,TX,"5680 FRISCO SQUARE BLVD, SUITE 3000",FRISCO,75034,DENTON,,,Proprietary,Psychiatric,South ,,Not Available,,70,70,70,,No,48
HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,394053,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,PA,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,19129,PHILADELPHIA,,,Proprietary,Psychiatric,Northeast ,,Not Available,,36,36,36,,No,42
HAVEN BEHAVIORAL HOSPITAL OF PHOENIX,034020,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,AZ,"1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,85007,MARICOPA,May 2006,,Proprietary,Psychiatric,West ,,Not Available,,57,57,57,,No,04
HAYWOOD REGIONAL MEDICAL CENTER,340184,LifePoint Health,Apollo Global Management,Y,NC,262 LEROY GEORGE DRIVE,CLYDE,28721,HAYWOOD,November 2018,Public,Government - Hospital District or Authority,Acute Care Hospitals,South ,PPS,3,121,,178,178,116,Yes,37
HELENA REGIONAL MEDICAL CENTER,040085,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,AR,1801 MARTIN LUTHER KING JR DRIVE,HELENA,72342,PHILLIPS,May 2020,Public,Proprietary,Acute Care Hospitals,South ,SCH,Not Available,127,,155,155,125,Yes,05
HENDRICKS BEHAVIORAL HOSPITAL,154067,,US HealthVest,Y,IN,1051 SOUTHFIELD DRIVE,PLAINFIELD,,HENDRICKS,,,Proprietary,Psychiatric,Midwest ,,Not Available,,,,,,No,18
HIGHLAND HOSPITAL,514001,Summit Behavioral Healthcare,Patient Square Capital,Y,WV,"300 56TH STREET, SE",CHARLESTON,25304,KANAWHA,,,Voluntary non-profit - Private,Psychiatric,South ,,Not Available,,115,80,80,,No,54
HIGHLAND SPRINGS,364053,LifePoint Health,Apollo Global Management,Y,OH,4199 MILL POND DRIVE,BEACHWOOD,44122,CUYAHOGA,February 2023,PE,Proprietary,Psychiatric,Midwest ,,Not Available,,72,72,72,,No,39
HILLCREST HOSPITAL CLAREMORE,370039,Ardent Health Services,Equity Group Investments,Y,OK,1202 N MUSKOGEE PLACE,CLAREMORE,74017,ROGERS,August 2015,PE,Proprietary,Acute Care Hospitals,South ,PPS,2,41,,49,49,52,Yes,40
HILLCREST HOSPITAL CUSHING,370099,Ardent Health Services,Equity Group Investments,Y,OK,1027 EAST CHERRY STREET,CUSHING,74023,PAYNE,August 2015,PE,Proprietary,Acute Care Hospitals,South ,MDH,Not Available,24,,99,99,73,Yes,40
HILLCREST HOSPITAL HENRYETTA,370183,Ardent Health Services,Equity Group Investments,Y,OK,2401 W MAIN,HENRYETTA,74437,OKMULGEE,August 2015,PE,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,15,,41,41,26,Yes,40
HILLCREST HOSPITAL PRYOR,370015,Ardent Health Services,Equity Group Investments,Y,OK,111 NORTH BAILEY STREET,PRYOR,74361,MAYES,August 2015,PE,Proprietary,Acute Care Hospitals,South ,MDH,4,16,,48,48,22,Yes,40
HILLCREST HOSPITAL SOUTH,370202,Ardent Health Services,Equity Group Investments,Y,OK,8801 SOUTH 101ST EAST AVENUE,TULSA,74133,TULSA,August 2015,PE,Proprietary,Acute Care Hospitals,South ,RRC,4,136,,180,180,160,Yes,40
HILLCREST KAISER REHABILITATION CENTER,37T001,Ardent Health Services,Equity Group Investments,Y,OK,1125 S. TRENTON,TULSA,,Tulsa,,,For profit,Rehabilitation hospital,South ,,,,,,,,,40
HILLCREST MEDICAL CENTER,370001,Ardent Health Services,Equity Group Investments,Y,OK,1120 SOUTH UTICA AVENUE,TULSA,74104,TULSA,August 2015,PE,Proprietary,Acute Care Hospitals,South ,RRC,2,404,,620,620,451,Yes,40
HOWARD UNIVERSITY HOSPITAL,090003,,Adventist HealthCare,Y,DC,2041 GEORGIA AVE NW,WASHINGTON,20060,THE DISTRICT,February 2020,University,Voluntary non-profit - Other,Acute Care Hospitals,,PPS,1,227,,479,479,225,No,
"IDAHO FALLS COMMUNITY HOSPITAL, LLC",130074,Surgery Partners,Bain Capital,Y,ID,2327 CORONADO ST,IDAHO FALLS,83404,BONNEVILLE,August 2017,PE/Public,Proprietary,Acute Care Hospitals,West ,PPS,2,88,,88,88,1,Yes,16
"INDIANAPOLIS REHABILITATION HOSPITAL, LLC",153048,Nobis Rehabilitation Partners,Stanton Road Capital,Y,IN,1260 CITY CENTER DRIVE,CARMEL,,Hamilton,,,For profit,Rehabilitation hospital,Midwest ,,,,,,,,,18
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,ScionHealth,Apollo Global Management,Y,OK,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,73109,OKLAHOMA,May 2016,PE,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,3,185,,334,334,178,Yes,40
INTENSIVE SPECIALTY HOSPITAL,192010,Cedar Health Group,Cedar Health Group,Y,LA,1800 IRVING PLACE,SHREVEPORT,71101,Caddo,2019,,For profit,LTACH,South ,,,,196,196,196,,,22
JACK M ROE REHABILITATION UNIT,44T187,ScionHealth,Apollo Global Management,Y,TN,315 OAK ST,LIVINGSTON,,Overton,,,For profit,Rehabilitation hospital,South ,,,,,,,,,47
JACKSON PURCHASE MEDICAL CENTER,180116,LifePoint Health,Apollo Global Management,Y,KY,1099 MEDICAL CENTER CIRCLE,MAYFIELD,42066,GRAVES,November 2018,Public ,Government - Hospital District or Authority,Acute Care Hospitals,South ,RRC,2,95,,93,93,86,Yes,21
"JOHNSON COUNTY REHABILITATION HOSPITAL, LLC",173034,Nobis Rehabilitation Partners,Stanton Road Capital,Y,KS,11325 COLLEGE BOULEVARD,OVERLAND PARK,,Johnson,,,For profit,Rehabilitation hospital,Midwest ,,,,,,,,,20
JOHNSTOWN HEIGHTS BEHAVIORAL HEALTH LLC,064029,Summit Behavioral Healthcare,Patient Square Capital,Y,CO,4770 LARIMER PKWY,JOHNSTOWN,,WELD,,,Proprietary,Psychiatric,West ,,Not Available,,,,,,No,08
JW SOMMER REHABILITATION UNIT,01T157,LifePoint Health,Apollo Global Management,Y,AL,201 AVALON AVE,MUSCLE SHOALS,,Colbert,,,For profit,Rehabilitation hospital,South ,,,,,,,,,01
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",170196,Surgery Partners,Bain Capital,Y,KS,3333 NORTH WEBB ROAD,WICHITA,67226,SEDGWICK,August 2017,PE/Public,Physician,Acute Care Hospitals,Midwest ,PPS,Not Available,35,,36,36,36,No,20
KENTUCKY RIVER MEDICAL CENTER,180139,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,KY,540 JETT DRIVE,JACKSON,41339,BREATHITT,May 2020,Public,Voluntary non-profit - Other,Acute Care Hospitals,South ,SCH,1,49,,55,55,46,Yes,21
KINDRED - CHICAGO - LAKESHORE,142009,ScionHealth,Apollo Global Management,Y,IL,6130 NORTH SHERIDAN ROAD,CHICAGO,60660,Cook,December 2021,PE,For profit,LTACH,Midwest ,,,,140,94,94,,,17
KINDRED HOSPITAL  ALBUQUERQUE,322002,ScionHealth,Apollo Global Management,Y,NM,700 HIGH STREET NE,ALBUQUERQUE,87102,Bernalillo,December 2021,PE,For profit,LTACH,West ,,,,57,61,61,,,35
KINDRED HOSPITAL - CHATTANOOGA,442007,ScionHealth,Apollo Global Management,Y,TN,709 WALNUT STREET,CHATTANOOGA,37402,Hamilton,December 2021,PE,For profit,LTACH,South ,,,,44,49,49,,,47
KINDRED HOSPITAL - CHICAGO,142008,ScionHealth,Apollo Global Management,Y,IL,365 E NORTH AVE,NORTHLAKE,60164,Cook,December 2021,PE,For profit,LTACH,Midwest ,,,,185,258,258,,,17
KINDRED HOSPITAL - LAS VEGAS (SAHARA CAMPUS),292002,ScionHealth,Apollo Global Management,Y,NV,5110 W SAHARA AVE,LAS VEGAS,89146,Clark,December 2021,PE,For profit,LTACH,West ,,,,118,146,146,,,32
KINDRED HOSPITAL - LOS ANGELES,052032,ScionHealth,Apollo Global Management,Y,CA,5525  W SLAUSON AVENUE,LOS ANGELES,90056,Los Angeles,December 2021,PE,For profit,LTACH,West ,,,,81,81,81,,,06
KINDRED HOSPITAL - SAN DIEGO,052036,ScionHealth,Apollo Global Management,Y,CA,1940 EL CAJON BLVD,SAN DIEGO,92104,San Diego,December 2021,PE,For profit,LTACH,West ,,,,70,70,70,,,06
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,052034,ScionHealth,Apollo Global Management,Y,CA,2800 BENEDICT DRIVE,SAN LEANDRO,94577,Alameda,December 2021,PE,For profit,LTACH,West ,,,,99,99,99,,,06
KINDRED HOSPITAL - ST LOUIS,262010,ScionHealth,Apollo Global Management,Y,MO,4930 LINDELL BOULEVARD,SAINT LOUIS,63108,St. Louis City,December 2021,PE,For profit,LTACH,Midwest ,,,,92,60,60,,,29
KINDRED HOSPITAL - SYCAMORE,142006,ScionHealth,Apollo Global Management,Y,IL,225 EDWARD STREET,SYCAMORE,60178,DE KALB,December 2021,PE,For profit,LTACH,Midwest ,,,,69,69,69,,,17
KINDRED HOSPITAL -- LA MIRADA,052038,ScionHealth,Apollo Global Management,Y,CA,14900 E IMPERIAL HWY,LA MIRADA,90638,Los Angeles,December 2021,PE,For profit,LTACH,West ,,,,216,277,277,,,06
KINDRED HOSPITAL AURORA,062013,ScionHealth,Apollo Global Management,Y,CO,700 POTOMAC ST FL 2,AURORA,80011,Adams,December 2021,PE,For profit,LTACH,West ,,,,37,37,37,,,08
KINDRED HOSPITAL BALDWIN PARK,052045,ScionHealth,Apollo Global Management,Y,CA,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,Los Angeles,December 2021,PE,Non-profit,LTACH,West ,,,,91,95,95,,,06
KINDRED HOSPITAL BREA,052039,ScionHealth,Apollo Global Management,Y,CA,875 N BREA BLVD,BREA,92821,Orange,December 2021,PE,For profit,LTACH,West ,,,,48,48,48,,,06
KINDRED HOSPITAL CLEAR LAKE,452075,ScionHealth,Apollo Global Management,Y,TX,350 BLOSSOM ST,WEBSTER,77598,Harris,December 2021,PE,For profit,LTACH,South ,,,,110,147,147,,,48
KINDRED HOSPITAL DALLAS CENTRAL,452108,ScionHealth,Apollo Global Management,Y,TX,8050 MEADOWS ROAD,DALLAS,75231,Dallas,December 2021,PE,For profit,LTACH,South ,,,,60,60,60,,,48
KINDRED HOSPITAL DALLAS CENTRAL,45TB08,ScionHealth,Apollo Global Management,Y,TX,8050 MEADOWS ROAD,DALLAS,,Dallas,,,For profit,Rehabilitation hospital,South ,,,,,,,,,48
KINDRED HOSPITAL FORT WORTH- MANSFIELD,452019,ScionHealth,Apollo Global Management,Y,TX,1802 HIGHWAY 157 NORTH,MANSFIELD,76063,,December 2021,PE,Proprietary,LTACH,South ,,,,55,55,55,,,48
KINDRED HOSPITAL GREENSBORO,342012,ScionHealth,Apollo Global Management,Y,NC,2401 SOUTHSIDE BLVD,GREENSBORO,27406,Guilford,December 2021,PE,For profit,LTACH,South ,,,,101,101,101,,,37
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,452023,ScionHealth,Apollo Global Management,Y,TX,6441 MAIN ST,HOUSTON,77030,Harris,December 2021,PE,For profit,LTACH,South ,,,,110,110,110,,,48
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,45TA23,ScionHealth,Apollo Global Management,Y,TX,6441 MAIN ST,HOUSTON,,Harris,,,For profit,Rehabilitation hospital,South ,,,,,,,,,48
KINDRED HOSPITAL HOUSTON NW,452039,ScionHealth,Apollo Global Management,Y,TX,11297 FALLBROOK,HOUSTON,77065,Harris,December 2021,PE,For profit,LTACH,South ,,,,158,76,158,,,48
KINDRED HOSPITAL HOUSTON NW,512003,ScionHealth,Apollo Global Management,Y,WV,"2900 FIRST AVENUE, 2E",HUNTINGTON,25702,Cabell,January 2023,PE,For profit,LTACH,South ,,,,28,28,28,,,54
KINDRED HOSPITAL HOUSTON NW,45TA39,ScionHealth,Apollo Global Management,Y,TX,11297 FALLBROOK,HOUSTON,,Harris,,,For profit,Rehabilitation hospital,South ,,,,,,,,,48
KINDRED HOSPITAL INDIANAPOLIS,152007,ScionHealth,Apollo Global Management,Y,IN,1700 W 10TH ST,INDIANAPOLIS,46222,Marion,December 2021,PE,For profit,LTACH,Midwest ,,,,59,59,59,,,18
KINDRED HOSPITAL INDIANAPOLIS NORTH,152013,ScionHealth,Apollo Global Management,Y,IN,8060 KNUE ROAD,INDIANAPOLIS,46250,Marion,December 2021,PE,For profit,LTACH,Midwest ,,,,45,45,45,,,18
KINDRED HOSPITAL LIMA,362020,ScionHealth,Apollo Global Management,Y,OH,730 W MARKET ST,LIMA,45801,Allen,December 2021,PE,For profit,LTACH,Midwest ,,,,26,12,12,,,39
KINDRED HOSPITAL LOUISVILLE,182001,ScionHealth,Apollo Global Management,Y,KY,1313 SAINT ANTHONY PLACE,LOUISVILLE,40204,Jefferson,December 2021,PE,Non-profit,LTACH,South ,,,,153,367,367,,,21
KINDRED HOSPITAL MELBOURNE,102027,ScionHealth,Apollo Global Management,Y,FL,765 W NASA BLVD,MELBOURNE,32901,Brevard,December 2021,PE,For profit,LTACH,South ,,,,60,60,60,,,12
KINDRED HOSPITAL MELBOURNE,10TA27,ScionHealth,Apollo Global Management,Y,FL,765 W NASA BLVD,MELBOURNE,,Brevard,,,For profit,Rehabilitation hospital,South ,,,,,,,,,12
KINDRED HOSPITAL NEW JERSEY - MORRIS COUNTY,312020,ScionHealth,Apollo Global Management,Y,NJ,400 WEST BLACKWELL STREET,DOVER,7801,Morris,December 2021,PE,For profit,LTACH,Northeast ,,,,117,117,117,,,34
KINDRED HOSPITAL NORTHLAND,262018,ScionHealth,Apollo Global Management,Y,MO,500 NW 68TH STREET,KANSAS CITY,64118,Clay,December 2021,PE,For profit,LTACH,Midwest ,,,,50,35,35,,,29
KINDRED HOSPITAL OCALA,102019,ScionHealth,Apollo Global Management,Y,FL,"1500 SW 1ST AVENUE, 5TH FLOOR",OCALA,34474,Marion,December 2021,PE,For profit,LTACH,South ,,,,31,31,31,,,12
KINDRED HOSPITAL ONTARIO,052037,ScionHealth,Apollo Global Management,Y,CA,550 NORTH MONTEREY,ONTARIO,91764,San Bernardino,December 2021,PE,For profit,LTACH,West ,,,,91,91,91,,,06
KINDRED HOSPITAL PARAMOUNT,052046,ScionHealth,Apollo Global Management,Y,CA,16453  COLORADO AVENUE,PARAMOUNT,90723,Los Angeles,December 2021,PE,For profit,LTACH,West ,,,,177,177,177,,,06
KINDRED HOSPITAL PHILADELPHIA,392027,ScionHealth,Apollo Global Management,Y,PA,6129 PALMETTO STREET,LAWNCREST,19111,Philadelphia,December 2021,PE,For profit,LTACH,Northeast ,,,,109,46,52,,,42
KINDRED HOSPITAL PHILADELPHIA,39TA27,ScionHealth,Apollo Global Management,Y,PA,6129 PALMETTO STREET,LAWNCREST,,Philadelphia,,,For profit,Rehabilitation hospital,Northeast ,,,,,,,,,42
KINDRED HOSPITAL RANCHO,052049,ScionHealth,Apollo Global Management,Y,CA,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,91730,San Bernardino,December 2021,PE,For profit,LTACH,West ,,,,55,55,55,,,06
KINDRED HOSPITAL RIVERSIDE,052052,ScionHealth,Apollo Global Management,Y,CA,2224 MEDICAL CENTER DRIVE,PERRIS,92571,Riverside,December 2021,PE,For profit,LTACH,West ,,,,40,40,40,,,06
KINDRED HOSPITAL SAN ANTONIO,452016,ScionHealth,Apollo Global Management,Y,TX,3636 MEDICAL DRIVE,SAN ANTONIO,78229,Bexar,December 2021,PE,For profit,LTACH,South ,,,,59,59,59,,,48
KINDRED HOSPITAL SOUTH BAY,052050,ScionHealth,Apollo Global Management,Y,CA,1246 WEST 155TH STREET,GARDENA,90247,Los Angeles,December 2021,PE,For profit,LTACH,West ,,,,59,38,58,,,06
KINDRED HOSPITAL SUGAR LAND,452080,ScionHealth,Apollo Global Management,Y,TX,1550 FIRST COLONY BOULEVARD,SUGAR LAND,77479,Fort Bend,December 2021,PE,For profit,LTACH,South ,,,,80,151,171,,,48
KINDRED HOSPITAL SUGAR LAND,45TA80,ScionHealth,Apollo Global Management,Y,TX,1550 FIRST COLONY BOULEVARD,SUGAR LAND,,Fort Bend,,,For profit,Rehabilitation hospital,South ,,,,,,,,,48
KINDRED HOSPITAL THE PALM BEACHES,102025,ScionHealth,Apollo Global Management,Y,FL,5555 W BLUE HERON BLVD,RIVIERA BEACH,33418,Palm Beach,December 2021,PE,For profit,LTACH,South ,,,,70,70,70,,,12
KINDRED HOSPITAL WESTMINSTER,052035,ScionHealth,Apollo Global Management,Y,CA,200 HOSPITAL CIRCLE,WESTMINSTER,92683,Orange,December 2021,PE,For profit,LTACH,West ,,,,109,109,109,,,06
KINDRED HOSPITAL- SAN ANTONIO CENTRAL,452073,ScionHealth,Apollo Global Management,Y,TX,111 DALLAS STREET  4TH FLOOR,SAN ANTONIO,78205,Bexar,December 2021,PE,For profit,LTACH,South ,,,,44,44,44,,,48
KINDRED HOSPITAL-BAY AREA-TAMPA,102009,ScionHealth,Apollo Global Management,Y,FL,4555 S MANHATTAN AVE,TAMPA,33611,Hillsborough,December 2021,PE,For profit,LTACH,South ,,,,133,155,155,,,12
KINDRED HOSPITAL-BAY AREA-TAMPA,10TA09,ScionHealth,Apollo Global Management,Y,FL,4555 S MANHATTAN AVE,TAMPA,,Hillsborough,,,For profit,Rehabilitation hospital,South ,,,,,,,,,12
KINDRED HOSPITAL-CENTRAL TAMPA,102013,ScionHealth,Apollo Global Management,Y,FL,4801 N HOWARD AVE,TAMPA,33603,Hillsborough,December 2021,PE,For profit,LTACH,South ,,,,102,102,102,,,12
KINDRED HOSPITAL-DENVER,062009,ScionHealth,Apollo Global Management,Y,CO,1920 N HIGH ST,DENVER,80218,Denver,December 2021,PE,For profit,LTACH,West ,,,,68,68,68,,,08
KINDRED HOSPITAL-DENVER,06TA09,ScionHealth,Apollo Global Management,Y,CO,1920 N HIGH ST,DENVER,,Denver,,,For profit,Rehabilitation hospital,West ,,,,,,,,,08
KINDRED HOSPITAL-NORTH FLORIDA,102015,ScionHealth,Apollo Global Management,Y,FL,801 OAK ST,GREEN COVE SPRINGS,32043,Clay,December 2021,PE,For profit,LTACH,South ,,,,59,73,73,,,12
KINDRED HOSPITAL-NORTH FLORIDA,10TA15,ScionHealth,Apollo Global Management,Y,FL,801 OAK ST,GREEN COVE SPRINGS,,Clay,,,For profit,Rehabilitation hospital,South ,,,,,,,,,12
KINDRED HOSPITAL-SEATTLE,502002,ScionHealth,Apollo Global Management,Y,WA,1334 TERRY AVE,SEATTLE,98101,King,December 2021,PE,For profit,LTACH,West ,,,,80,80,80,,,53
KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,102010,ScionHealth,Apollo Global Management,Y,FL,1516 E LAS OLAS BLVD,FORT LAUDERDALE,33301,Broward,December 2021,PE,For profit,LTACH,South ,,,,197,64,64,,,12
KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,10TA10,ScionHealth,Apollo Global Management,Y,FL,1516 E LAS OLAS BLVD,FORT LAUDERDALE,,Broward,,,For profit,Rehabilitation hospital,South ,,,,,,,,,12
KINDRED HOSPITAL-TARRANT COUNTY,452028,ScionHealth,Apollo Global Management,Y,TX,1000 N COOPER ST,ARLINGTON,76011,Tarrant,December 2021,PE,For profit,LTACH,South ,,,,160,80,80,,,48
KINDRED HOSPITALS-DAYTON,362033,ScionHealth,Apollo Global Management,Y,OH,707 EAST EDWIN C MOSES BLVD,DAYTON,45417,Montgomery,December 2021,PE,Non-profit,LTACH,Midwest ,,,,67,67,67,,,39
KINDRED HOSPTIAL EL PASO,452079,ScionHealth,Apollo Global Management,Y,TX,1740 CURIE DRIVE,EL PASO,79902,El Paso,December 2021,PE,For profit,LTACH,South ,,,,72,72,72,,,48
KNOXVILLE REHABILITATION HOSPITAL,443037,LifePoint Health,Apollo Global Management,Y,TN,1250 TENNOVA MEDICAL WAY,KNOXVILLE,,Knox,,,For profit,Rehabilitation hospital,South ,,,,,,,,,47
LAFAYETTE REGIONAL REHABILITATION HOSPITAL,153042,Ernest Health,One Equity Partners,Y,IN,950 PARK EAST BLVD,LAFAYETTE,47905,Tippecanoe,October 2018,PE,For profit,Rehabilitation hospital,Midwest ,,,,40,40,40,,,18
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,190259,Surgery Partners,Bain Capital,Y,LA,1101 KALISTE SALOOM RD,LAFAYETTE,70508,LAFAYETTE,August 2017,PE/Public,Physician,Acute Care Hospitals,South ,PPS,Not Available,20,,20,20,19,No,22
LAKE CUMBERLAND REGIONAL HOSPITAL,180132,LifePoint Health,Apollo Global Management,Y,KY,305 LANGDON STREET,SOMERSET,42503,PULASKI,November 2018,Public,Proprietary,Acute Care Hospitals,South ,SCH/RRC,2,188,,215,215,218,Yes,21
